date,MKT,TB,TS,DEF,INF,VIX,DXY_RET
2021-02-02,0.01389544570663916,0.07,1.05,0.7199999999999998,2.23,3.241028608615061,0.0019775907692201056
2021-02-03,0.001007181779365963,0.04,1.1099999999999999,0.6799999999999997,2.27,3.1315734898050858,-0.0008771294335191415
2021-02-04,0.010851734928833491,0.04,1.1099999999999999,0.73,2.25,3.080532896273726,0.004499517343684811
2021-02-05,0.0038963046884348657,0.03,1.16,0.7400000000000002,2.28,3.0383127613015377,-0.005353412764169785
2021-02-08,0.007397364233389465,0.05,1.14,0.7200000000000002,2.31,3.0558861855977573,-0.0012082667975105155
2021-02-09,-0.0011151122937357529,0.04,1.14,0.73,2.31,3.074081201165457,-0.005388737073848238
2021-02-10,-0.00034716905934348177,0.05,1.0999999999999999,0.73,2.31,3.090587794158219,-0.0007739904128106767
2021-02-11,0.0016604710365552288,0.05,1.1099999999999999,0.7399999999999998,2.32,3.056356895370426,0.0005532302848709758
2021-02-12,0.0047094458117915355,0.04,1.16,0.7400000000000002,2.35,2.994231113043872,0.0006636273966313944
2021-02-15,-1.5873015873015873e-06,0.04,1.16,0.7400000000000002,2.35,2.994231113043872,0.0
2021-02-16,-0.0005708597199384427,0.04,1.26,0.73,2.37,3.0661906945405133,0.00033155148302244086
2021-02-17,-0.00032198931081397396,0.04,1.25,0.7599999999999998,2.35,3.068052935133617,0.004861283854014964
2021-02-18,-0.004417026103545068,0.03,1.26,0.7199999999999998,2.29,3.1130707557941752,-0.003958225645201874
2021-02-19,-0.0018564839461624673,0.04,1.3,0.7200000000000002,2.29,3.0933125672924255,-0.0025388645196673387
2021-02-22,-0.007734029934344315,0.03,1.34,0.7199999999999998,2.35,3.1548705274270192,-0.0038733783948314837
2021-02-23,0.001254730817205486,0.04,1.33,0.69,2.35,3.1402654506970014,0.0017775361506233711
2021-02-24,0.011350423289788565,0.03,1.3499999999999999,0.6800000000000002,2.38,3.06058325302393,0.00011092532365064578
