date,actual,narx
2023-12-04,-4.907376,-4.887527
2023-12-05,-4.318768,-4.878785
2023-12-06,-4.835444,-4.744108
2023-12-07,-4.992279,-4.758272
2023-12-08,-4.988732,-4.868998
2023-12-11,-5.062213,-4.868052
2023-12-12,-5.034624,-4.898315
2023-12-13,-4.750276,-4.928359
2023-12-14,-4.716662,-4.889519
2023-12-15,-4.905662,-4.833362
2023-12-18,-4.885436,-4.866491
2023-12-19,-5.094502,-4.873352
2023-12-20,-4.970048,-4.913392
2023-12-21,-4.742429,-4.849823
2023-12-22,-5.223186,-4.862481
2023-12-26,-5.343213,-4.909235
2023-12-27,-4.984318,-4.982644
2023-12-28,-5.174752,-4.945484
2023-12-29,-5.280186,-4.963706
2024-01-02,-4.412468,-4.992774
2024-01-03,-4.794869,-4.830897
2024-01-04,-4.666626,-4.779643
2024-01-05,-4.507004,-4.775626
2024-01-08,-4.598625,-4.710325
2024-01-09,-4.730401,-4.769622
2024-01-10,-4.789721,-4.759911
2024-01-11,-4.428851,-4.772881
2024-01-12,-5.037349,-4.702628
2024-01-16,-4.512725,-4.794409
2024-01-17,-4.747904,-4.727974
2024-01-18,-4.566597,-4.672836
2024-01-19,-4.848564,-4.748970
2024-01-22,-4.531619,-4.805782
2024-01-23,-5.223170,-4.733269
2024-01-24,-4.861473,-4.862135
2024-01-25,-4.722425,-4.851386
2024-01-26,-4.939553,-4.821118
2024-01-29,-4.675485,-4.840053
2024-01-30,-4.605318,-4.841778
2024-01-31,-4.426333,-4.751054
2024-02-01,-4.658010,-4.633461
2024-02-02,-4.062286,-4.750519
2024-02-05,-4.360758,-4.615694
2024-02-06,-4.754361,-4.528118
2024-02-07,-4.869705,-4.662062
2024-02-08,-5.080555,-4.761909
2024-02-09,-5.130639,-4.808627
2024-02-12,-4.979472,-4.895474
2024-02-13,-4.777463,-4.851937
2024-02-14,-4.750982,-4.769779
2024-02-15,-4.482357,-4.853366
2024-02-16,-4.469275,-4.766989
2024-02-20,-4.577037,-4.687592
2024-02-21,-5.042214,-4.632382
2024-02-22,-5.009192,-4.749475
2024-02-23,-4.936102,-4.865248
2024-02-26,-5.024062,-4.823642
2024-02-27,-4.441185,-4.833512
2024-02-28,-4.875928,-4.774704
2024-02-29,-4.670717,-4.772634
2024-03-01,-4.762197,-4.811693
2024-03-04,-4.525218,-4.802936
2024-03-05,-4.650248,-4.733665
2024-03-06,-4.533796,-4.668112
2024-03-07,-4.535580,-4.672421
2024-03-08,-4.247900,-4.691117
2024-03-11,-4.604093,-4.530705
2024-03-12,-4.303814,-4.578813
2024-03-13,-4.819543,-4.603796
2024-03-14,-4.473920,-4.632014
2024-03-15,-4.681642,-4.616815
2024-03-18,-4.408464,-4.605569
2024-03-19,-4.717772,-4.624881
2024-03-20,-4.676439,-4.678774
2024-03-21,-4.284583,-4.724950
2024-03-22,-4.631412,-4.652571
2024-03-25,-4.809462,-4.635122
2024-03-26,-5.032013,-4.695576
2024-03-27,-4.634650,-4.752600
2024-03-28,-4.954622,-4.801953
2024-04-01,-5.236860,-4.793186
2024-04-02,-5.057593,-4.850204
2024-04-03,-4.743579,-4.845953
2024-04-04,-4.668432,-4.842478
2024-04-05,-5.037232,-4.735207
2024-04-08,-5.291184,-4.838472
2024-04-09,-4.469718,-4.887892
2024-04-10,-4.552451,-4.822212
2024-04-11,-4.528435,-4.696199
2024-04-12,-4.262087,-4.707356
2024-04-15,-4.187808,-4.472199
2024-04-16,-4.091516,-4.383189
2024-04-17,-4.550184,-4.360164
2024-04-18,-4.720628,-4.356313
2024-04-19,-4.691420,-4.493401
