date,actual,enn,jnn
2023-10-05,-4.645138,-4.566898,-4.570098
2023-10-06,-4.591781,-4.631548,-4.640321
2023-10-09,-4.699524,-4.616535,-4.643001
2023-10-10,-4.803920,-4.667752,-4.680013
2023-10-11,-4.710587,-4.722219,-4.717421
2023-10-12,-4.599950,-4.694104,-4.707562
2023-10-13,-4.681222,-4.633217,-4.670298
2023-10-16,-4.646604,-4.654942,-4.684089
2023-10-17,-4.555920,-4.645287,-4.676357
2023-10-18,-4.426943,-4.593784,-4.644156
2023-10-19,-4.225464,-4.496788,-4.562340
2023-10-20,-4.594785,-4.317988,-4.380725
2023-10-23,-4.373162,-4.529228,-4.496288
2023-10-24,-4.576629,-4.446691,-4.456317
2023-10-25,-4.543177,-4.558180,-4.580126
2023-10-26,-4.104307,-4.566252,-4.583826
2023-10-27,-4.264186,-4.255912,-4.348105
2023-10-30,-4.475071,-4.266888,-4.267229
2023-10-31,-4.510604,-4.434013,-4.347010
2023-11-01,-4.454972,-4.519355,-4.503999
2023-11-02,-4.697845,-4.500837,-4.537106
2023-11-03,-4.190053,-4.638174,-4.643849
2023-11-06,-4.639768,-4.341829,-4.426801
2023-11-07,-4.753126,-4.563083,-4.565838
2023-11-08,-4.908413,-4.678788,-4.656576
2023-11-09,-4.588709,-4.752007,-4.745807
2023-11-10,-4.921968,-4.636118,-4.684081
2023-11-13,-5.030550,-4.747224,-4.744426
2023-11-14,-4.906249,-4.788065,-4.766600
2023-11-15,-5.010249,-4.767643,-4.749657
2023-11-16,-4.746424,-4.789359,-4.759676
2023-11-17,-4.904330,-4.715828,-4.723466
2023-11-20,-5.050335,-4.757682,-4.743150
2023-11-21,-5.121862,-4.797757,-4.761698
2023-11-22,-4.758367,-4.812747,-4.770097
2023-11-24,-5.502282,-4.722708,-4.728619
2023-11-27,-5.111829,-4.848519,-4.784103
2023-11-28,-5.227049,-4.815153,-4.771408
2023-11-29,-5.177046,-4.827178,-4.777243
2023-11-30,-4.792368,-4.822049,-4.774942
2023-12-01,-4.860625,-4.735158,-4.735771
2023-12-04,-4.907376,-4.746735,-4.739208
2023-12-05,-4.318768,-4.763242,-4.745204
2023-12-06,-4.835444,-4.465645,-4.565449
2023-12-07,-4.992279,-4.695792,-4.689718
2023-12-08,-4.988732,-4.781620,-4.743090
2023-12-11,-5.062213,-4.787007,-4.757997
2023-12-12,-5.034624,-4.801435,-4.765306
2023-12-13,-4.750276,-4.797400,-4.763775
2023-12-14,-4.716662,-4.717514,-4.725647
2023-12-15,-4.905662,-4.691439,-4.708741
2023-12-18,-4.885436,-4.767288,-4.757821
2023-12-19,-5.094502,-4.770433,-4.761642
2023-12-20,-4.970048,-4.817924,-4.787395
2023-12-21,-4.742429,-4.797010,-4.778025
2023-12-22,-5.223186,-4.723241,-4.739954
2023-12-26,-5.343213,-4.834279,-4.794456
2023-12-27,-4.984318,-4.854849,-4.804561
2023-12-28,-5.174752,-4.801906,-4.782100
2023-12-29,-5.280186,-4.832180,-4.795508
2024-01-02,-4.412468,-4.847736,-4.802088
2024-01-03,-4.794869,-4.554844,-4.638649
2024-01-04,-4.666626,-4.703897,-4.718087
2024-01-05,-4.507004,-4.677532,-4.692227
2024-01-08,-4.598625,-4.578263,-4.638859
2024-01-09,-4.730401,-4.609041,-4.643962
2024-01-10,-4.789721,-4.688097,-4.694924
2024-01-11,-4.428851,-4.727958,-4.731413
2024-01-12,-5.037349,-4.539641,-4.614048
2024-01-16,-4.512725,-4.782210,-4.758425
2024-01-17,-4.747904,-4.613790,-4.658185
2024-01-18,-4.566597,-4.693788,-4.713758
2024-01-19,-4.848564,-4.620735,-4.657527
2024-01-22,-4.531619,-4.755480,-4.743738
2024-01-23,-5.223170,-4.626090,-4.648757
2024-01-24,-4.861473,-4.848321,-4.807479
2024-01-25,-4.722425,-4.793972,-4.774987
2024-01-26,-4.939553,-4.728241,-4.736138
2024-01-29,-4.675485,-4.797917,-4.778462
2024-01-30,-4.605318,-4.711994,-4.719532
2024-01-31,-4.426333,-4.654629,-4.677329
2024-02-01,-4.658010,-4.522031,-4.561891
2024-02-02,-4.062286,-4.641529,-4.642172
2024-02-05,-4.360758,-4.226977,-4.299010
2024-02-06,-4.754361,-4.328032,-4.336384
