date,actual,fnn,lstm,nar
2024-01-17,-4.639846,-4.341589,-4.329632,-4.389488
2024-01-18,-4.538115,-4.536046,-4.475920,-4.455613
2024-01-19,-4.699210,-4.561342,-4.512423,-4.514469
2024-01-22,-4.568307,-4.656771,-4.591424,-4.619871
2024-01-23,-4.797134,-4.616948,-4.566158,-4.572808
2024-01-24,-4.454843,-4.713869,-4.647757,-4.695672
2024-01-25,-4.434495,-4.577598,-4.545421,-4.560879
2024-01-26,-4.707534,-4.508507,-4.466225,-4.488357
2024-01-29,-4.889168,-4.611936,-4.547521,-4.623191
2024-01-30,-4.490004,-4.752798,-4.694640,-4.753602
2024-01-31,-4.235205,-4.626599,-4.604055,-4.584194
2024-02-01,-4.146501,-4.403846,-4.394446,-4.396819
