date,actual,arfimax
2024-11-08,-4.901009,-4.732436
2024-11-11,-4.825595,-4.826078
2024-11-12,-4.759540,-4.795543
2024-11-13,-4.596290,-4.757612
2024-11-14,-4.509338,-4.738874
2024-11-15,-4.841121,-4.641261
2024-11-18,-4.739142,-4.585620
2024-11-19,-4.928719,-4.684933
2024-11-20,-4.639054,-4.707423
2024-11-21,-4.326014,-4.607992
2024-11-22,-4.726290,-4.522946
2024-11-25,-4.292822,-4.707078
2024-11-26,-4.873840,-4.570504
2024-11-27,-4.898628,-4.760963
2024-11-29,-4.991161,-4.772306
2024-12-02,-4.867009,-4.869268
2024-12-03,-4.911836,-4.870235
2024-12-04,-5.033621,-4.835910
2024-12-05,-5.053662,-4.887998
2024-12-06,-4.851790,-4.867332
2024-12-09,-4.723371,-4.917698
2024-12-10,-4.866431,-4.711725
2024-12-11,-4.945268,-4.775246
2024-12-12,-4.834968,-4.867940
2024-12-13,-4.898587,-4.777625
2024-12-16,-4.867313,-4.802836
2024-12-17,-4.595877,-4.746100
2024-12-18,-4.322640,-4.594254
2024-12-19,-4.259048,-3.952270
2024-12-20,-4.465648,-4.224583
2024-12-23,-4.864093,-4.532265
2024-12-24,-5.287089,-4.717874
2024-12-26,-4.926397,-4.988009
2024-12-27,-4.742647,-4.868253
2024-12-30,-4.617425,-4.690434
2024-12-31,-5.037952,-4.587340
