date,actual,lstar
2024-06-26,-4.094244,-4.535914
2024-06-27,-4.077474,-4.138064
2024-06-28,-4.076915,-4.125898
2024-07-01,-4.100138,-4.125438
2024-07-02,-4.399346,-4.144563
2024-07-03,-4.651203,-4.391690
2024-07-05,-4.714051,-4.591679
2024-07-08,-4.569139,-4.638750
2024-07-09,-4.887306,-4.528193
2024-07-10,-4.726445,-4.759274
2024-07-11,-4.018246,-4.647849
2024-07-12,-4.485268,-4.077324
2024-07-15,-4.193595,-4.461456
2024-07-16,-4.195503,-4.221823
2024-07-17,-4.226107,-4.223403
2024-07-18,-3.821019,-4.248757
2024-07-19,-4.189312,-3.918651
2024-07-22,-4.386696,-4.218275
2024-07-23,-4.091091,-4.381330
2024-07-24,-4.333481,-4.137107
2024-07-25,-3.940615,-4.337573
2024-07-26,-4.117912,-4.014222
2024-07-29,-4.496263,-4.159224
2024-07-30,-4.157181,-4.470292
2024-07-31,-4.035589,-4.196461
2024-08-01,-3.976698,-4.100820
2024-08-02,-3.355740,-4.054469
2024-08-05,-3.280448,-3.565409
2024-08-06,-3.834624,-3.506102
2024-08-07,-3.994995,-3.942605
2024-08-08,-4.095015,-4.068872
2024-08-09,-4.142411,-4.147575
2024-08-12,-4.129904,-4.184849
2024-08-13,-4.356949,-4.175014
2024-08-14,-4.297386,-4.353227
2024-08-15,-4.249469,-4.306557
2024-08-16,-4.817848,-4.268962
2024-08-19,-4.488307,-4.707256
2024-08-20,-4.576123,-4.455775
2024-08-21,-4.426348,-4.523873
2024-08-22,-4.425506,-4.407484
2024-08-23,-4.303563,-4.406826
2024-08-26,-4.549500,-4.311401
2024-08-27,-4.557294,-4.503280
2024-08-28,-4.465576,-4.509314
2024-08-29,-4.208886,-4.438077
2024-08-30,-4.422604,-4.235921
2024-09-03,-4.295549,-4.410988
2024-09-04,-4.437938,-4.307318
2024-09-05,-4.002571,-4.423361
2024-09-06,-4.193505,-4.066258
2024-09-09,-4.337659,-4.223229
2024-09-10,-4.190600,-4.341862
2024-09-11,-4.242509,-4.220832
2024-09-12,-4.346327,-4.263652
2024-09-13,-4.608272,-4.348953
2024-09-16,-4.388920,-4.557519
2024-09-17,-4.444881,-4.383684
2024-09-18,-4.119565,-4.428951
2024-09-19,-4.573759,-4.162249
2024-09-20,-4.435985,-4.530922
2024-09-23,-4.471300,-4.421787
2024-09-24,-4.472916,-4.450143
2024-09-25,-4.847250,-4.451435
2024-09-26,-4.492577,-4.729420
2024-09-27,-4.664988,-4.467113
2024-09-30,-4.331602,-4.600407
2024-10-01,-4.485277,-4.336902
2024-10-02,-4.415138,-4.458434
2024-10-03,-4.329444,-4.403071
2024-10-04,-4.305141,-4.334331
2024-10-07,-4.553281,-4.314668
2024-10-08,-4.652576,-4.511098
2024-10-09,-4.670672,-4.585726
2024-10-10,-4.548998,-4.598987
2024-10-11,-4.502619,-4.507815
2024-10-14,-4.794792,-4.471968
2024-10-15,-4.423086,-4.686565
2024-10-16,-4.598724,-4.409391
2024-10-17,-4.545335,-4.545621
2024-10-18,-4.483359,-4.505004
2024-10-21,-4.620274,-4.456933
2024-10-22,-4.492241,-4.561781
2024-10-23,-4.349382,-4.463876
2024-10-24,-4.363830,-4.350412
2024-10-25,-4.480268,-4.362035
2024-10-28,-4.846882,-4.454513
2024-10-29,-4.620285,-4.721320
2024-10-30,-4.420483,-4.561789
2024-10-31,-4.201938,-4.407322
2024-11-01,-4.191847,-4.229614
2024-11-04,-4.591714,-4.221333
2024-11-05,-4.704376,-4.541024
2024-11-06,-4.008935,-4.624523
2024-11-07,-4.385851,-4.071387
2024-11-08,-4.759481,-4.379410
2024-11-11,-4.313304,-4.663613
2024-11-12,-4.403529,-4.320675
2024-11-13,-4.202044,-4.393617
2024-11-14,-4.166036,-4.229701
2024-11-15,-3.888607,-4.200144
2024-11-18,-4.492226,-3.973820
2024-11-19,-4.608369,-4.464084
2024-11-20,-4.505920,-4.553636
2024-11-21,-3.890265,-4.474821
2024-11-22,-4.293300,-3.975154
2024-11-25,-4.332155,-4.304380
2024-11-26,-4.214504,-4.335995
2024-11-27,-4.539216,-4.239921
2024-11-29,-4.829985,-4.500743
2024-12-02,-4.444004,-4.711636
2024-12-03,-4.564414,-4.425955
2024-12-04,-4.556468,-4.510661
2024-12-05,-4.596503,-4.505343
2024-12-06,-4.382137,-4.532141
2024-12-09,-4.229253,-4.388652
2024-12-10,-4.335789,-4.286111
2024-12-11,-4.536503,-4.357629
2024-12-12,-4.545873,-4.491979
2024-12-13,-4.268566,-4.498251
2024-12-16,-4.479934,-4.312626
2024-12-17,-4.254803,-4.454114
2024-12-18,-3.888170,-4.303398
2024-12-19,-4.144071,-3.966197
2024-12-20,-4.176356,-4.166288
2024-12-23,-4.719683,-4.233905
2024-12-24,-4.761886,-4.614593
2024-12-26,-4.578108,-4.642842
2024-12-27,-4.413869,-4.519828
2024-12-30,-4.452460,-4.409893
2024-12-31,-4.590752,-4.435724
