date,actual,arfimax
2024-05-29,-4.963082,-4.902111
2024-05-30,-4.811179,-4.784383
2024-05-31,-4.686791,-4.758361
2024-06-03,-4.598661,-4.861113
2024-06-04,-4.673968,-4.797925
2024-06-05,-4.861426,-4.836962
2024-06-06,-4.957494,-4.929635
2024-06-07,-4.743396,-4.922933
2024-06-10,-4.818974,-4.898780
2024-06-11,-4.855986,-4.864507
2024-06-12,-4.537368,-4.877923
2024-06-13,-4.752283,-4.851437
2024-06-14,-4.724148,-4.930437
2024-06-17,-4.670858,-4.836562
2024-06-18,-4.665990,-4.826196
2024-06-20,-4.672201,-4.873501
2024-06-21,-4.592666,-4.784548
2024-06-24,-4.792138,-4.781934
2024-06-25,-4.791513,-4.818639
2024-06-26,-5.019108,-4.860570
2024-06-27,-4.960773,-4.933622
2024-06-28,-4.686139,-4.934127
2024-07-01,-4.491673,-4.838697
2024-07-02,-5.011258,-4.806783
2024-07-03,-4.831652,-4.963713
2024-07-05,-4.950813,-4.891771
2024-07-08,-5.098049,-4.906411
2024-07-09,-4.680224,-4.964937
2024-07-10,-4.674750,-4.830843
2024-07-11,-4.754941,-4.822541
2024-07-12,-4.020219,-4.833731
2024-07-15,-4.035649,-4.667221
2024-07-16,-4.361882,-4.626719
2024-07-17,-4.362528,-4.711476
2024-07-18,-4.064161,-4.582313
2024-07-19,-4.470426,-4.444478
2024-07-22,-4.572289,-4.535812
2024-07-23,-4.626391,-4.658498
2024-07-24,-4.484427,-4.663811
2024-07-25,-4.573106,-4.393283
2024-07-26,-4.497897,-4.468624
2024-07-29,-4.721461,-4.581948
2024-07-30,-4.500850,-4.610308
2024-07-31,-4.319093,-4.477163
2024-08-01,-4.389010,-4.546845
2024-08-02,-3.976956,-4.408341
2024-08-05,-4.053774,-4.047716
2024-08-06,-4.207522,-3.635450
2024-08-07,-4.273267,-4.174065
2024-08-08,-4.415950,-4.069306
2024-08-09,-4.457404,-4.308764
2024-08-12,-4.500076,-4.429730
2024-08-13,-4.835236,-4.395604
2024-08-14,-4.772004,-4.640130
2024-08-15,-4.617197,-4.688406
2024-08-16,-4.895114,-4.702556
2024-08-19,-5.071132,-4.786075
2024-08-20,-5.061032,-4.823907
2024-08-21,-4.643730,-4.734546
2024-08-22,-4.804614,-4.620024
2024-08-23,-4.483001,-4.618935
2024-08-26,-4.813166,-4.636718
2024-08-27,-5.050936,-4.710442
2024-08-28,-4.681432,-4.800256
2024-08-29,-4.647457,-4.569978
2024-08-30,-4.639025,-4.711239
2024-09-03,-4.493197,-4.704122
2024-09-04,-4.758175,-4.325831
2024-09-05,-4.469980,-4.470337
2024-09-06,-4.349102,-4.427696
2024-09-09,-4.492814,-4.280307
2024-09-10,-3.399971,-4.521928
2024-09-11,-4.274931,-4.168462
2024-09-12,-4.197000,-4.580170
2024-09-13,-4.435237,-4.480549
2024-09-16,-4.701954,-4.600769
2024-09-17,-4.602726,-4.607635
2024-09-18,-4.114401,-4.557135
2024-09-19,-4.389086,-4.384366
2024-09-20,-4.610500,-4.630169
2024-09-23,-4.899276,-4.631158
2024-09-24,-4.635163,-4.727931
2024-09-25,-4.807889,-4.662320
2024-09-26,-4.421145,-4.725683
2024-09-27,-4.738818,-4.597681
2024-09-30,-4.438618,-4.614788
2024-10-01,-4.485701,-4.551738
2024-10-02,-4.480460,-4.434565
2024-10-03,-4.700809,-4.485442
2024-10-04,-4.610741,-4.437762
2024-10-07,-4.768206,-4.495547
2024-10-08,-4.548775,-4.340059
2024-10-09,-4.744234,-4.385011
2024-10-10,-4.851152,-4.462465
2024-10-11,-4.109097,-4.470182
2024-10-14,-4.681571,-4.291377
2024-10-15,-4.498575,-4.534075
2024-10-16,-4.668120,-4.372397
2024-10-17,-4.631986,-4.517165
2024-10-18,-4.961333,-4.493104
2024-10-21,-4.862037,-4.643735
2024-10-22,-4.282023,-4.560008
2024-10-23,-4.836456,-4.434822
2024-10-24,-4.725140,-4.549302
2024-10-25,-4.758830,-4.511540
2024-10-28,-4.910144,-4.467448
2024-10-29,-4.824377,-4.544475
2024-10-30,-4.687783,-4.531908
2024-10-31,-4.625890,-4.445282
2024-11-01,-4.596409,-4.316536
2024-11-04,-4.593006,-4.404050
2024-11-05,-4.839021,-4.369774
2024-11-06,-3.962682,-4.527447
2024-11-07,-4.222000,-4.525359
2024-11-08,-4.287819,-4.633628
2024-11-11,-4.907193,-4.645521
2024-11-12,-5.036699,-4.804674
2024-11-13,-4.659824,-4.809265
2024-11-14,-4.474837,-4.754461
2024-11-15,-4.496050,-4.693383
2024-11-18,-4.584151,-4.579580
2024-11-19,-4.778107,-4.675135
2024-11-20,-4.534929,-4.656208
2024-11-21,-4.708669,-4.548181
2024-11-22,-4.627794,-4.638552
2024-11-25,-4.698874,-4.702581
2024-11-26,-4.823013,-4.740036
2024-11-27,-5.045163,-4.803457
2024-11-29,-4.982503,-4.847879
2024-12-02,-4.438670,-4.870307
2024-12-03,-4.859312,-4.737689
2024-12-04,-4.725366,-4.877237
2024-12-05,-4.689323,-4.797039
2024-12-06,-4.763271,-4.790559
2024-12-09,-4.719166,-4.879755
2024-12-10,-3.974558,-4.726898
2024-12-11,-4.784206,-4.561822
2024-12-12,-4.651113,-4.865774
2024-12-13,-4.477499,-4.719906
2024-12-16,-4.667321,-4.708782
2024-12-17,-4.897624,-4.694920
2024-12-18,-4.139850,-4.680522
2024-12-19,-4.288722,-3.900221
2024-12-20,-4.153155,-4.275404
2024-12-23,-4.615631,-4.417881
2024-12-24,-5.095889,-4.610387
2024-12-26,-5.068013,-4.859366
2024-12-27,-4.634088,-4.760022
2024-12-30,-4.638582,-4.577335
2024-12-31,-5.095960,-4.542206
