date,actual,enn,jnn
2024-05-20,-4.916274,-4.590477,-4.512214
2024-05-21,-4.517305,-4.645747,-4.566050
2024-05-22,-4.641670,-4.534217,-4.512000
2024-05-23,-4.434859,-4.559276,-4.523767
2024-05-24,-4.797737,-4.475764,-4.469849
2024-05-28,-4.442723,-4.593598,-4.528745
2024-05-29,-4.687915,-4.486197,-4.468709
2024-05-30,-4.762179,-4.561742,-4.514035
2024-05-31,-4.331854,-4.599100,-4.532796
2024-06-03,-4.354182,-4.427179,-4.436276
2024-06-04,-4.361884,-4.383938,-4.398024
2024-06-05,-4.620056,-4.372893,-4.368486
2024-06-06,-4.670630,-4.513687,-4.469309
2024-06-07,-4.508630,-4.564624,-4.510873
2024-06-10,-4.686821,-4.508976,-4.485337
2024-06-11,-4.463332,-4.565796,-4.516015
2024-06-12,-4.296914,-4.487796,-4.470265
2024-06-13,-4.383769,-4.369897,-4.392020
2024-06-14,-4.762449,-4.381959,-4.380949
2024-06-17,-4.494514,-4.568828,-4.502444
2024-06-18,-4.500619,-4.506970,-4.479757
2024-06-20,-4.241385,-4.489572,-4.472957
2024-06-21,-4.337251,-4.334054,-4.360559
2024-06-24,-4.152931,-4.341539,-4.349479
2024-06-25,-4.577177,-4.220600,-4.241435
2024-06-26,-4.094244,-4.452845,-4.409689
2024-06-27,-4.077474,-4.229601,-4.259596
2024-06-28,-4.076915,-4.126101,-4.178065
2024-07-01,-4.100138,-4.076687,-4.092750
2024-07-02,-4.399346,-4.090748,-4.100699
2024-07-03,-4.651203,-4.314373,-4.264512
2024-07-05,-4.714051,-4.536911,-4.458609
2024-07-08,-4.569139,-4.603173,-4.523507
2024-07-09,-4.887306,-4.559188,-4.505101
