date,RW_MSE,AR_MSE,HAR_MSE,ARFIMA_MSE,FNN_MSE,LSTM_MSE,NAR_MSE,RW_QLIKE,AR_QLIKE,HAR_QLIKE,ARFIMA_QLIKE,FNN_QLIKE,LSTM_QLIKE,NAR_QLIKE
2022-09-28,0.023671,0.008892,0.018261,0.012733,0.012336,0.011162,0.014256,0.042838,0.016717,0.033443,0.023654,0.022942,0.020831,0.026371
2022-09-29,0.001009,0.001326,0.000196,0.000037,0.000014,0.000165,0.000880,0.002060,0.002718,0.000396,0.000074,0.000029,0.000332,0.001725
2022-09-30,0.001760,0.000076,0.000723,0.002080,0.001162,0.000071,0.002290,0.003424,0.000151,0.001421,0.004037,0.002272,0.000141,0.004438
2022-10-03,0.000665,0.002445,0.000558,0.000026,0.000606,0.002614,0.000039,0.001353,0.005054,0.001134,0.000053,0.001231,0.005411,0.000079
2022-10-04,0.019731,0.006469,0.013639,0.019572,0.015757,0.009569,0.018553,0.036013,0.012270,0.025273,0.035735,0.029035,0.017948,0.033954
2022-10-05,0.038515,0.033431,0.026687,0.015990,0.023551,0.032381,0.017180,0.088181,0.075816,0.059694,0.034855,0.052314,0.073284,0.037571
2022-10-06,0.000134,0.009488,0.003673,0.001414,0.002939,0.007182,0.001883,0.000265,0.020271,0.007652,0.002901,0.006097,0.015210,0.003877
2022-10-07,0.026491,0.007171,0.009836,0.017998,0.016286,0.010790,0.021945,0.047673,0.013566,0.018433,0.032981,0.029969,0.020159,0.039859
2022-10-10,0.029629,0.030720,0.022988,0.012804,0.014511,0.021208,0.016322,0.066686,0.069295,0.050997,0.027654,0.031501,0.046852,0.035612
2022-10-11,0.015737,0.046670,0.038744,0.029613,0.032572,0.044146,0.023665,0.034279,0.108370,0.088740,0.066648,0.073743,0.102076,0.052582
2022-10-12,0.004135,0.005264,0.002580,0.001117,0.001284,0.002437,0.000366,0.007927,0.011056,0.005340,0.002285,0.002630,0.005039,0.000741
2022-10-13,0.268260,0.371479,0.348687,0.315515,0.299545,0.307423,0.300682,0.781697,1.164759,1.076617,0.951921,0.893415,0.922151,0.897549
