date,RW_MSE,AR_MSE,HAR_MSE,ARFIMA_MSE,FNN_MSE,LSTM_MSE,NAR_MSE,RW_QLIKE,AR_QLIKE,HAR_QLIKE,ARFIMA_QLIKE,FNN_QLIKE,LSTM_QLIKE,NAR_QLIKE
2022-10-04,0.000006,0.000239,0.000030,0.000039,0.000276,0.001593,0.001366,0.000012,0.000483,0.000060,0.000078,0.000547,0.003272,0.002666
2022-10-05,0.001148,0.004219,0.001369,0.002007,0.001404,0.008092,0.000395,0.002349,0.008816,0.002808,0.004137,0.002880,0.017200,0.000800
2022-10-06,0.004420,0.000031,0.001287,0.001251,0.002209,0.000023,0.003059,0.008461,0.000062,0.002513,0.002444,0.004283,0.000045,0.005898
2022-10-07,0.027567,0.020354,0.025847,0.028558,0.033819,0.017473,0.039865,0.049507,0.037098,0.046572,0.051191,0.060056,0.032060,0.070098
2022-10-10,0.023211,0.010586,0.006300,0.005243,0.006407,0.016345,0.002333,0.051519,0.022702,0.013293,0.011010,0.013525,0.035665,0.004821
2022-10-11,0.040239,0.066255,0.046712,0.046536,0.059850,0.084912,0.048523,0.092412,0.158504,0.108475,0.108036,0.141864,0.208240,0.113016
2022-10-12,0.009777,0.002627,0.000203,0.000172,0.000439,0.003800,0.000396,0.018327,0.005439,0.000410,0.000346,0.000890,0.007923,0.000803
2022-10-13,0.303609,0.384498,0.366070,0.351949,0.303043,0.355371,0.325863,0.908209,1.216001,1.143659,1.089110,0.906144,1.102258,0.990363
2022-10-14,0.070311,0.342989,0.332034,0.333460,0.350032,0.306371,0.442696,0.169159,1.054897,1.013486,1.018850,1.081763,0.918301,1.453013
2022-10-17,0.435724,0.103599,0.079390,0.075790,0.033314,0.159694,0.005884,0.587273,0.169062,0.132724,0.127203,0.059209,0.248907,0.011189
2022-10-18,0.009866,0.000892,0.009509,0.010196,0.001124,0.008087,0.008355,0.021107,0.001821,0.020317,0.021836,0.002300,0.015246,0.017776
